comment_mly,sarc_majority
"['maju', 'kepala', 'bana', 'dia', 'menekan', 'rakyat', 'dgn', 'cukai', 'sana', 'sini', 'pak', 'ahhhh']",non-sarc
"['gila', 'meroyan', 'agaknya', 'tol', 'naik', 'subsidi', 'mansuh', 'gst', 'ckp', 'xda', 'duit', 'nk', 'byr', 'gji', 'xda', 'gst', 'last', 'ckp', 'ekonomi', 'kukuh']",non-sarc
"['mlysia', 'mju', 'klo', 'rakyat', 'dia', 'rajin', 'struggle', 'tuk', 'mju', 'pm', 'najib', 'letak', 'jwtn', 'inshalah', 'mlysia', 'mju']",sarc
"['lu', 'sembang', 'ape', 'ni', 'pakcik', 'g', 'amek', 'cermin', 'berbual', 'la', 'depan', 'cermin', 'smp', 'nyanyok']",sarc
"['maju', 'ringgit', 'jatuh', 'loooo']",sarc
"['ekonomi', 'xmenentu', 'tp', 'malaysia', 'makin', 'maju', 'kahkah']",sarc
"['tk', 'nmpk', 'pn', 'yg', 'buat', 'asyik', 'ny', 'naik', 'apa', 'yg', 'maju']",sarc
"['jubooo', 'hang', 'x', 'baca', 'brapa', 'byk', 'fdi', 'yg', 'cabut', 'ka', 'tiap', 'raun', 'hang', 'sebut', 'fdi', 'yg', 'masuk', 'cubalah', 'swbut', 'fdi', 'yg', 'klr']",non-sarc
"['maju', 'ape', 'tgok', 'mcm', 'biyase', 'je', 'xde', 'ape', 'pn', 'yg', 'nampak', 'mkin', 'terok', 'lgi', 'ade', 'lh', 'dgn', 'gst', 'tol', 'brg', 'naik', 'cukai', 'sne', 'sni', 'kos', 'sare', 'hidup', 'pn', 'dh', 'semakin', 'naik', 'rakyat', 'semakin', 'susah', 'dia', 'ckp', 'ape', 'ni', 'sudah', 'lh', 'rakyat', 'x', 'dgar', 'dh', 'bnda', 'aok', 'ckp']",non-sarc
"['x', 'abis', 'nak', 'menipu', 'y', 'maju', 'ape', 'bnda', 'naik']",non-sarc
['butoo'],non-sarc
"['itu', 'ko', 'yg', 'maju', 'rakyat', 'negara', 'ni', 'puiih']",sarc
"['tok', 'mung']",non-sarc
"['kepala', 'banak', 'kau']",non-sarc
"['makin', 'menyampah', 'plak', 'aku', 'tgok', 'pm', 'malaysia', 'nih']",non-sarc
"['berambuslarh', 'kau', 'setan', 'malaysia', 'lbh', 'maju', 'tanpa', 'kau']",non-sarc
"['malaysia', 'trus', 'maju', 'rakyat', 'hidup', 'merana', 'emmm']",sarc
"['mcm', 'nak', 'maju', 'ekonomi', 'tak', 'menentu', 'ha', 'ha', 'maju', 'kebelakang', 'lah', 'tu', 'najib', 'bijak']",sarc
['puihhh'],non-sarc
"['najib', 'sembang', 'mcm', 'org', 'tak', 'sekolah']",non-sarc
"['syok', 'sendiri', 'la', 'mamat', 'ni']",sarc
"['maju', 'nenek', 'kau', 'brg', 'smua', 'mahal', 'ikan', 'sadin', 'dlm', 'tin', 'dah', 'mahal', 'lah', 'banggang', 'undi', 'bn']",sarc
"['krn', 'duit', 'kami', 'semakin', 'terbang', 'demimu']",sarc
"['si', 'bingai', 'ni']",sarc
"['tolol', 'mung', 'gilo']",non-sarc
"['mcm', 'klakar', 'ajo', 'majukan', 'ekonomi', 'indah', 'khbar', 'gupo', 'siap', 'kau', 'pru', 'nnti']",sarc
"['kerajaan', 'majuuuu', 'rakyat', 'je', 'ikat', 'perutttt']",sarc
"['maju', 'la', 'mati', 'lh', 'pm', 'cpt']",sarc
"['kpla', 'otak', 'kau']",non-sarc
"['memantat', 'lh', 'bikin', 'panas', 'hati', 'semua', 'skrg', 'mahal']",non-sarc
"['inilah', 'yg', 'panggil', 'demokrasi', 'terpimpin', 'katanya', 'p', 'ramli']",sarc
"['bkpo', 'laa', 'sekor', 'ni', 'suko', 'nipu', 'trus', 'trg', 'laa', 'ore', 'bowoh', 'raso', 'blako', 'tekanan', 'ekonomi', 'loni', 'klw', 'stabil', 'bkpo', 'abis', 'bare', 'duk', 'naik', 'naik', 'plok', 'bnyok', 'bkn', 'stakat', 'naik', 'abis', 'duk', 'tarik', 'subsidi', 'doh', 'cukai', 'wak', 'nate', 'apo', 'acu', 'jawab', 'gak', 'jgn', 'wak', 'tolol', 'gak', 'kito', 'nih']",non-sarc
"['base', 'bodoo']",non-sarc
"['ni', 'lh', 'pm', 'tk', 'tau', 'masaalah', 'rakyat', 'ekonomi', 'malaysia', 'hancur', 'undurlh', 'bangsat', 'balik', 'muka', 'dia']",non-sarc
"['p', 'h', 'r', 'k']",non-sarc
"['maju', 'pm', 'meskin', 'rakyat']",sarc
"['malaysia', 'mmg', 'pandai', 'ekonomi', 'kalah', 'singapore', 'ahaha']",sarc
"['palo', 'otok', 'mung', 'jib']",non-sarc
"['ntah', 'laa', 'nk', 'letak', 'jwtn', 'tk', 'tgk', 'rkyt', 'hdop', 'senang']",non-sarc
"['malaysia', 'maju', 'menipu', 'ade', 'la']",sarc
"['sembang', 'ko', 'najib', 'klcc', 'pom', 'roboh', 'puii']",sarc
"['tahniah', 'pm']",non-sarc
"['harap', 'mati', 'cepat', 'plse']",non-sarc
"['kpla', 'otakmu', 'puiii']",non-sarc
"['maju', 'ape', 'bndanya', 'rakyat', 'rmai', 'miskin', 'maju', 'dia', 'seorang', 'aje', 'la']",sarc
"['teori', 'ni', 'kepala', 'bana']",non-sarc
"['wak', 'lu']",non-sarc
"['bapak', 'kau', 'tun', 'razak', 'la', 'najib', 'oi']",non-sarc
"['kau', 'maju', 'bagi', 'rakyat', 'sengsara', 'dulu', 'selamanya']",non-sarc
"['maju', 'terusss', 'lahh', 'sampai', 'tengelammmmm', 'pm']",sarc
"['jelah', 'kt', 'dia', 'biar', 'dia', 'serenok']",sarc
"['syokk', 'sndiri']",sarc
"['makin', 'lme', 'makin', 'bodohh', 'ucapan', 'kau', 'najib', 'hadoyy']",non-sarc
"['rakyat', 'kau', 'bole', 'tipu', 'tapi', 'dgn', 'allah']",sarc
"['kpala', 'utakmu', 'maju', 'puiiii']",non-sarc
"['perniagaan', 'makin', 'maju', 'rugi', 'ada', 'mcm', 'tu']",sarc
"['maju', 'si', 'bangsat', 'derma', 'salam']",non-sarc
"['negara', 'maju', 'rakyat', 'mundur']",non-sarc
"['haram', 'jadah']",non-sarc
"['kepala', 'hotak', 'ko']",non-sarc
"['maju', 'segi', 'kutipan', 'cukai', 'kipidap', 'rakyat', 'yg', 'kene', 'tanggung', 'smuanya']",sarc
"['malaysia', 'tak', 'maju', 'tapi', 'menteri', 'maju']",sarc
"['tolak', 'najib', 'rakyat', 'senang', 'maju', 'jaya']",non-sarc
"['pale', 'otok', 'mg']",non-sarc
"['mju', 'dlm', 'pket', 'sndiri', 'pak', 'hag', 'sruh', 'jga', 'hk', 'org', 'mlyu', 'hg', 'bnuh', 'mlyu', 'hg', 'agkut', 'bggsa', 'asing', 'msuk', 'mai', 'rmai', 'lg', 'bjk', 'pla', 'otak', 'hg']",non-sarc
"['tokmu', 'rakyat', 'makin', 'menderita', 'x', 'tulis']",non-sarc
"['berat', 'dah', 'najib', 'oi']",sarc
"['rakyat', 'senanag', 'mata', 'wang', 'merudum', 'teruk']",sarc
"['perangai', 'yahudi', 'sapu', 'duit', 'rakyat', 'miskin', 'golongan', 'kaya', 'kena', 'bayar', 'gst', 'mampuslah', 'kita', 'dia', 'kroninya', 'kayaraya']",non-sarc
"['waa', 'maju', 'ohh', 'maju']",sarc
"['maju', 'buto']",sarc
"['menteri', 'terus', 'maju', 'rakyat', 'semakin', 'mundur']",sarc
"['kepala', 'hotak', 'dia', 'botak', 'tengah', 'aku', 'jet', 'kepala', 'dia', 'bengong', 'terus']",non-sarc
"['kepala', 'hotak', 'kau', 'lah']",non-sarc
"['ade', 'yg', 'mati', 'kene', 'gilis', 'kang']",non-sarc
['alhamdulillah'],non-sarc
"['mcm', 'org', 'gila', 'dh', 'aku', 'npk', 'najib', 'ni', 'xsiuman']",non-sarc
['pirahhhhh'],non-sarc
"['lawak', 'betoi', 'tajuk']",sarc
"['kepala', 'otak', 'hang']",non-sarc
"['dah', 'hentam', 'duit', 'rakyat', 'kata', 'maju']",sarc
"['kejadah', 'dia']",non-sarc
"['ingat', 'umno', 'ingat', 'penipu', 'ingat', 'umno', 'ingat', 'penyamun']",non-sarc
"['kamu', 'kami', 'tidak']",non-sarc
"['kepala', 'hang', 'najib']",non-sarc
"['maju', 'kepala', 'bana', 'lu', 'najib']",non-sarc
"['guna', 'dpt', 'title', 'negara', 'maju', 'klu', 'rakyat', 'hdup', 'sudah']",non-sarc
"['inilah', 'dipanggil', 'bia', 'papa', 'janji', 'bergaya', 'untok', 'ape', 'dia', 'nak', 'maju', 'kan', 'pembangunan', 'habis', 'hutan', 'ditarah', 'lame', 'boco', 'bank', 'n', 'poket', 'ni', 'dikerjakan', 'kerajaan', 'nya', 'lame', 'kite', 'hidop', 'untok', 'menampong', 'kerajaan', 'ni', 'yek', 'es', 'terpakse', 'rakyat', 'dah', 'dijadikkan', 'lembu', 'cucok', 'hidong', 'semua', 'untok', 'kerajaan', 'mati', 'huh']",non-sarc
"['makan', 'duit', 'rakyat', 'bnyk', 'mmg', 'la', 'maju', 'majuuu', 'terusss', 'kebelakang']",sarc
"['natang', 'jibby', 'ni', 'lepas', 'dia', 'masuk', 'berita', 'cakap', 'ekonomi', 'stabil', 'skrg', 'pula', 'cakap', 'ekonomi', 'menentu', 'ak', 'tak', 'faham', 'jibby', 'ni']",non-sarc
['iyee'],sarc
"['maju', 'depan', 'kita', 'xsure', 'sbb', 'ekonomi', 'jahanam', 'benda', 'yg', 'maju', 'perut', 'ko', 'dgn', 'kak', 'ros', 'je', 'nmpaknya']",sarc
"['maju', 'mcm', 'tu', 'ko', 'ada', 'minom', 'todi']",sarc
"['mcmana', 'mau', 'maju', 'klu', 'ekonomi', 'xstabil', 'mangkuk']",non-sarc
['setan'],non-sarc
"['maju', 'ngan', 'nenipu', 'kikiki']",sarc
"['pm', 'yg', 'menjahamankan', 'negara']",non-sarc
"['ckp', 'guna', 'otak', 'sekian']",sarc
"['ada', 'maju', 'tmbh', 'teruk', 'ada', 'lah', 'lol', 'punya', 'pm']",sarc
"['lantak', 'ko', 'lah', 'najib', 'ooiii']",non-sarc
"['cuma', 'najib', 'je', 'kata', 'mlysia', 'ni', 'maju', 'sbb', 'ko', 'x', 'prnh', 'rse', 'susah', 'asbestos']",sarc
"['palui', 'palui']",non-sarc
['majuuuuuu'],sarc
"['pergi', 'mampus', 'lanko', 'najib', 'hari', 'kene', 'maki']",non-sarc
"['ni', 'kelakar', 'najib', 'ni', 'gila', 'aku', 'rasa']",sarc
"['kenapala', 'membohong', 'tu', 'jd', 'kebiasaan', 'tak', 'bersalah', 'ckp', 'benda', 'yg', 'tak', 'btl']",sarc
"['kepala', 'otak', 'kamu']",non-sarc
"['budu', 'punya', 'pm']",non-sarc
"['pembetulan', 'rakyat', 'terus', 'majukan', 'malaysia', 'meski', 'ekonomi', 'menentu']",sarc
['uweeek'],non-sarc
"['otak', 'ko']",non-sarc
"['bertambah', 'maju', 'hutang']",sarc
"['sdah', 'tua', 'x', 'ingt', 'mau', 'btaubat', 'slagi', 'smpat', 'bgus', 'mngaku', 'smua', 'bnda', 'jhat', 'yg', 'ko', 'pnah', 'n', 'sdang', 'la', 'ingt', 'nerak', 'panas', 'najib', 'oi']",non-sarc
"['salah', 'statement', 'nih', 'bukan', 'makin', 'maju', 'tapi', 'makin', 'hancur']",sarc
"['penipu', 'dia', 'ni', 'statement', 'sekadar', 'sedapkan', 'hati', 'kenyataan', 'hampeh']",non-sarc
"['ekonomi', 'hancur', 'najib']",non-sarc
"['c', 'najib', 'ni', 'bkn', 'rakyat', 'mlysia', 'ja', 'byk', 'benci', 'dri', 'rakyat', 'negara', 'luar', 'pn', 'byk', 'mentertawakn', 'pak', 'jibby', 'ni', 'pglman', 'sy', 'msa', 'pergi', 'travel', 'bru', 'ini', 'tahniah', 'najib']",non-sarc
"['pm', 'najib', 'la', 'maju', 'tp', 'kite', 'rakyat', 'nk', 'maju', 'mcm', 'mne', 'klau', 'da', 'pemimpin', 'sendiri', 'rakyat', 'sengsara']",non-sarc
"['menteri', 'maju', 'rakyat', 'nak', 'maju']",sarc
"['lah', 'malaikat', 'nak', 'cabut', 'nyawa', 'dia']",non-sarc
"['sengapak', 'taik', 'utai', 'sebut', 'ngantik', 'ka', 'parai', 'enda', 'gak', 'parai', 'org', 'parai', 'ka', 'gawak', 'ya', 'nyamai', 'ndar', 'makai', 'utai', 'org', 'peril']",non-sarc
"['ya', 'maju', 'negara', 'lain']",non-sarc
"['laaaaannnnnciiiaaaauuuuu', 'lah', 'hang']",non-sarc
['tahi'],non-sarc
"['malaysia', 'maju', 'rakyat', 'merana']",non-sarc
"['sudah', 'lhaa', 'memberi', 'kata', 'yg', 'baik']",sarc
"['bnda', 'yg', 'haram', 'trus', 'dijual', 'meskipun', 'bnda', 'tu', 'diharamkan', 'agama', 'islam', 'dan', 'mnjadi', 'halal', 'dikenakn', 'cukai', 'ya', 'itula', 'malaysia', 'kita', 'pm', 'truk', 'abad', 'ini']",non-sarc
"['maju', 'kepala', 'bpak', 'kau']",non-sarc
"['terus', 'tetido', 'aku', 'dengo', 'dia', 'nak', 'cakap', 'pepoyo']",sarc
"['dia', 'sorg', 'ja', 'maju', 'rakyat', 'merana']",sarc
"['negara', 'maju', 'tapi', 'rakyat', 'tersiksa']",non-sarc
"['teruk', 'negara', 'kita', 'nih', 'haiz']",non-sarc
"['maju', 'abah', 'kau']",sarc
['sedihhh'],non-sarc
"['maw', 'xmaju', 'cukai']",sarc
['bohong'],non-sarc
"['maju', 'dlm', 'istilah', 'rakyat', 'makin', 'miskin', 'menteri', 'kroni', 'makin', 'kaya']",sarc
"['kepala', 'bana', 'najib', 'maju', 'sbb', 'pau', 'duit', 'rakyat', 'akhir', 'zaman', 'cpt', 'la', 'mati']",non-sarc
"['malaysia', 'dah', 'terlebih', 'maju']",sarc
"['malaysia', 'yg', 'maju', 'tp', 'bkn', 'rakyatnya']",sarc
"['makin', 'makin', 'makin', 'hampir', 'ambil', 'lah', 'yg', 'kamu', 'mahukan', 'tindas', 'la', 'kami', 'semahu', 'mu']",sarc
"['maju', 'mu']",sarc
"['ahahahaha', 'sgala', 'pktaan', 'yg', 'kuo', 'dr', 'mulut', 'najib', 'bagaikn', 'lawak', 'smata', 'the', 'best', 'maharaja', 'lawak', 'malaysia']",sarc
"['maju', 'konon', 'maju', 'kubur']",sarc
"['maju', 'kok', 'celoh', 'mano', 'bodo', 'pon', 'buleh', 'jadi', 'menteri']",non-sarc
"['alhmdulillah', 'bahagia', 'aku', 'baca', 'berita', 'najib', 'ni', 'tak', 'sabaq', 'nak', 'bayaq', 'cukai', 'gst', 'dgn', 'tol', 'esok', 'pagi', 'alhamdulillah', 'syukur']",sarc
"['betui', 'le', 'maju', 'maju', 'bangladesh', 'nepal', 'laos', 'timor', 'laste']",sarc
"['kawan', 'aku', 'pon', 'da', 'start', 'botak', 'hang', 'laaa', 'jib']",non-sarc
"['maju', 'kepala', 'bana', 'ko', 'rakyat', 'tgh', 'merana', 'ko', 'x', 'tau', 'respek', 'tun', 'm']",non-sarc
['botakkkk'],sarc
['puuuiiii'],sarc
"['ahhh', 'maju', 'makin', 'teruk', 'ada', 'lah', 'duit', 'rm', 'jatuh', 'takat', 'nie', 'tang', 'mane', 'yg', 'maju', 'cukai', 'lain', 'gst', 'lagii']",sarc
['ciret'],non-sarc
"['tang', 'majunyaaaa']",sarc
['auta'],sarc
"['membohong', 'menipu', 'je', 'kerjanyaaaa', 'alahaiii']",sarc
"['lu', 'pm', 'yg', 'bangsat', 'kasi', 'maju', 'lu', 'punya', 'diri', 'dgn', 'lu', 'punya', 'kroni', 'terutama', 'nenek', 'kebayan']",non-sarc
"['gila', 'tak', 'maju', 'segala', 'jadah', 'cukai', 'tercipta', 'segala', 'jadah', 'subsidi', 'lupus', 'harga', 'toll', 'naik', 'mendadak', 'harga', 'barang', 'naik', 'paling', 'ketara', 'gaji', 'pak', 'menteri', 'naik', 'itu', 'betul', 'negara', 'maju', 'cayalah']",sarc
"['ringgit', 'jatuh', 'negara', 'terus', 'maju', 'aku', 'percaya', 'sgt']",sarc
"['maju', 'kpla', 'bana', 'hang']",non-sarc
"['maju', 'barang', 'dh', 'nk', 'bankrap', 'dh', 'susah', 'rakyat', 'skrg']",non-sarc
"['dok', 'cakap', 'bohong', 'ingat', 'rakyat', 'x', 'tau', 'ka', 'haprap', 'punya', 'pm']",non-sarc
"['negara', 'maju', 'duit', 'jatuh', 'kerjanya', 'hari', 'hari', 'tipu', 'satu', 'malaysia']",non-sarc
"['keturunan', 'pembohong', 'najib', 'ni', 'x', 'habis', 'nk', 'bohong', 'kalau', 'nk', 'bohong', 'tu', 'najib', 'pi', 'la', 'kat', 'org', 'bangla', 'yg', 'kamu', 'nk', 'ambil', 'tu', 'kalau', 'kat', 'masyarakat', 'malaysia', 'sini', 'sen', 'org', 'x', 'percaya', 'dgan', 'kamu', 'tu']",non-sarc
"['ape', 'ko', 'merepek', 'ni']",non-sarc
"['maju', 'r', 'bg', 'menteri', 'penjilat', 'maju', 'pale', 'bapok', 'mung']",non-sarc
"['maju', 'mung', 'najib', 'rakyat', 'makan', 'ubi', 'kayu', 'cicah', 'gula', 'pon', 'kena', 'cukai', 'hang', 'tnggu', 'lah', 'nanti', 'klu', 'cam', 'gni', 'jawap', 'nya', 'lingkup', 'lah', 'umno', 'nnti']",non-sarc
"['asyik', 'mngencing', 'rakyat', 'je']",non-sarc
"['najip', 'ajah', 'yg', 'maju', 'sendirian', 'rakyatnya', 'mundur', 'karna', 'rakyatnya', 'kelapara', 'najip', 'kan', 'kenyang', 'biarin', 'dia', 'yg', 'maju', 'duluan', 'spetau', 'dpn', 'ade', 'musuh', 'biar', 'dia', 'tembak', 'duluan', 'kan', 'pasmati', 'dia']",non-sarc
['waklu'],non-sarc
"['maju', 'kepala', 'hotak', 'ko', 'la', 'najib', 'yg', 'maju', 'tu', 'hutang', 'negara', 'adalah', 'bangsat', 'punya', 'pm']",non-sarc
"['kencing', 'tngok', 'muka', 'menyampah']",non-sarc
"['pale', 'atok', 'kau', 'la', 'najubur']",non-sarc
"['mmg', 'betol', 'cukai', 'yg', 'semakin', 'maju', 'mencekik', 'rakyat', 'syabas']",sarc
['percaya'],sarc
"['buang', 'masa', 'layan', 'penerima', 'derma', 'cakap', 'berbelit', 'belit', 'malu', 'keturunan', 'shj']",non-sarc
"['menteri', 'yg', 'teruk']",non-sarc
"['negara', 'hancur', 'ada', 'menteri', 'yg', 'metaliti', 'kedua', 'otak', 'udang', 'faham', 'kesusahan', 'rakyat', 'barangan', 'harlan', 'makin', 'mahal', 'cakap', 'ekonomi', 'stabil', 'memang', 'najib', 'babi']",non-sarc
"['gst', 'maju', 'negara', 'maju', 'tol', 'maju', 'negara', 'maju', 'mata', 'wang', 'jatuh', 'negara', 'maju', 'taik', 'kucing', 'lah', 'jib']",sarc
"['pelingkup', 'duit', 'rakyat', 'negara', 'maju', 'rakyat', 'makin', 'susah', 'banyok', 'sgt', 'bayar', 'cukai', 'jelakaaa']",non-sarc
"['maju', 'depan', 'dgn', 'duit', 'rkyat', 'ahhah']",sarc
"['perut', 'hang', 'la', 'maju', 'depan', 'najib', 'oooooiiiii']",sarc
"['najib', 'kencing', 'kuat', 'woi', 'gst', 'b', 'mdb', 'cukai', 'mcm', 'haram', 'jadah', 'maju', 'taik', 'kucing']",sarc
"['p', 'la', 'dengar', 'kliah', 'agama', 'sama', 'kalau', 'segan', 'p', 'masjid', 'panggil', 'la', 'tuan', 'mufti', 'ajar', 'drumah', 'carilah', 'hidayah', 'allah', 'ingat', 'la', 'hari', 'kematian', 'tak', 'tkut', 'ke']",sarc
"['risau', 'kalau', 'ekonomi', 'negara', 'jatuh', 'kami', 'tambahkan', 'cukai', 'tambahkan', 'tol', 'penting', 'negara', 'maju', 'rakyat', 'menderita', 'tak', 'ajib', 'geng', 'maslan']",sarc
"['cilaka', 'tol']",non-sarc
"['ya', 'allah', 'mata', 'dia', 'ni', 'ada', 'hijab', 'pe', 'pasal', 'ekonomi', 'nih', 'ckp', 'mcm', 'mabuk', 'je']",sarc
"['suka', 'ckp', 'hbis', 'subsudi', 'dtarik', 'kna', 'plak', 'gst', 'x', 'thu', 'nk', 'labelkn', 'lg', 'dh', 'brserah', 'je', 'lh']",sarc
"['orang', 'gila', 'shj', 'percaya', 'cakap', 'pahlawan', 'bugis', 'ini', 'buta', 'tuli']",non-sarc
"['batak', 'nak', 'popular', 'mangkok', 'ayun', 'ni']",non-sarc
"['maju', 'mak', 'cik', 'dia', 'yg', 'maju', 'harga', 'barang', 'je']",non-sarc
"['pale', 'hotok', 'mu', 'pokjik', 'cepat', 'la', 'mu', 'brtaubat', 'jln', 'yg', 'benar', 'semoga', 'allah', 'buke', 'pntu', 'hati', 'mu', 'brtaubat']",non-sarc
"['maju', 'kepala', 'hotak', 'kau', 'jiby', 'nilai', 'ringgit', 'semangkin', 'merosot']",non-sarc
"['la', 'kerja', 'gst', 'samun', 'habis', 'pegemis', 'kena', 'org', 'mati', 'kena', 'janji', 'turun', 'harga', 'nak', 'tanya', 'satu', 'soalan', 'ja', 'ekonomi', 'malaysia', 'ni', 'sapa', 'kontrol', 'kerajaan', 'bolih', 'sembang', 'la', 'rakyat', 'sumpah', 'rakyat', 'diiniaya', 'tunggu', 'la', 'kehancoran', 'doa', 'org', 'teriniaya', 'tiada', 'hijab', 'ingat', 'baik']",non-sarc
"['lol', 'ekonomi', 'xmenentu', 'dok', 'trumbang', 'ambing', 'pon', 'bleh', 'maju', 'ke', 'tipu', 'org', 'yg', 'xtau', 'le']",sarc
"['tahniah', 'najib', 'kah']",sarc
['pembohong'],non-sarc
"['tak', 'malu', 'dia', 'ni', 'jilake']",non-sarc
"['syok', 'sendiri']",sarc
"['ekonomi', 'tak', 'menentu', 'atas', 'perbuatan', 'sape', 'cer', 'citer', 'cer', 'citer']",sarc
['puuiihhh'],non-sarc
['alhamdulilah'],non-sarc
"['terus', 'maju', 'tak', 'kan', 'korbankan', 'rakyat', 'devils']",non-sarc
"['sblom', 'ni', 'ckp', 'lain', 'skunk', 'ckp', 'lain', 'nk', 'membohong', 'je', 'kje', 'nye', 'ntah', 'nk', 'insaf', 'gak', 'nye', 'lh', 'die', 'ni']",non-sarc
"['kepala', 'bana', 'die']",non-sarc
"['najib', 'blh', 'kau', 'naik', 'menara', 'petronas', 'tu', 'pastu', 'kau', 'terjun']",non-sarc
"['pm', 'kicik', 'tu', 'alek', 't', 'bol', 't', 'nan', 'bol', 'nan', 'cakap', 'talak', 'selupa', 'bikin', 'ho', 'haya']",non-sarc
"['mane', 'xnye', 'dah', 'memerah', 'hasil', 'titik', 'peluh', 'rakyat']",non-sarc
"['first', 'time', 'tengok', 'komen', 'pm', 'ni', 'mmg', 'hebatlah', 'najib', 'ni']",non-sarc
"['buatlah', 'terbaik', 'pak', 'jib', 'dulu', 'tak', 'sama', 'cam', 'sekarang']",sarc
"['ya', 'allah', 'buko', 'la', 'pintu', 'hatinya', 'supaya', 'die', 'mnjadi', 'ketua', 'yg', 'baik', 'n', 'amanah', 'berjiwa', 'rakyat', 'jgn', 'jadikan', 'die', 'seorang', 'munafik', 'aminnn', 'hihihihi']",sarc
"['apak', 'ko']",sarc
"['maju', 'pale', 'bana', 'dia']",non-sarc
"['majulah', 'poket', 'rakyat', 'diperah']",non-sarc
"['hebaqqqq', 'rr']",sarc
['bohong'],non-sarc
"['maju', 'hotak', 'bapak', 'kau']",sarc
['lancau'],non-sarc
"['siok', 'sendiri']",sarc
"['ekonomi', 'x', 'menentu', 'tp', 'maju', 'statement', 'yg', 'sgt', 'pelik', 'tp']",sarc
"['la', 'rakyat', 'yng', 'majukan', 'rakyat', 'terpaksa', 'ikat', 'perut', 'mau', 'itu', 'ini', 'tapi', 'menteri', 'kaya', 'raya', 'rakyat', 'anjing', 'x', 'kan', 'denagn', 'gst', 'tunggu', 'kmu', 'menteri', 'x', 'babi']",non-sarc
"['maju', 'benda', 'nya', 'rakyat', 'nk', 'mkn', 'xcukup', 'kos', 'sara', 'hidup', 'dh', 'teruk']",non-sarc
"['punya', 'fatwa', 'cam', 'ni']",sarc
"['malaysia', 'mju', 'rkyt', 'papa']",non-sarc
"['mau', 'ktwa', 'dgr', 'dia', 'kta', 'mcm', 'tu', 'pelik', 'btul', 'mcm', 'mna', 'bleh', 'mju', 'sdg', 'kn', 'ekonomi', 'mntu']",sarc
"['kepala', 'kubutohan', 'engkau']",non-sarc
"['negara', 'malaysia', 'tak', 'zaman', 'tun', 'sekarang', 'masalah', 'timbul']",non-sarc
"['klw', 'mcm', 'ni', 'la', 'pm', 'mhu', 'majukn', 'negara', 'mlysia', 'sdngkn', 'ekonmi', 'ngara', 'tak', 'menentu', 'di', 'situ', 'lah', 'rakyat', 'mlysia', 'menderita', 'btl', 'tidak']",non-sarc
"['najib', 'isteri', 'anak', 'kroni', 'yg', 'maju', 'kami', 'rakyat', 'yg', 'miskin', 'yg', 'biasa', 'ni', 'org', 'niaga', 'kecik', 'yg', 'kerja', 'sendiri', 'ni', 'tertekan', 'terseksa', 'lebih', 'org', 'kampong', 'la', 'ni', 'kami', 'tunggu', 'pru', 'ja', 'lagi', 'cepat', 'bagus', 'tksih']",non-sarc
['merapu'],non-sarc
"['maju', 'rakyat', 'dah', 'bayar', 'hutang', 'jibros', 'dgn', 'gst', 'haram', 'jadah', 'jilake']",non-sarc
"['statement', 'ape', 'ni', 'baca', 'rasa', 'nk', 'muntah', 'mcm', 'tahiiiiiiii']",sarc
"['ya', 'trus', 'maju', 'rakyat', 'tertindas', 'menderta', 'dn', 'ramay', 'yg', 'susah']",sarc
"['bual', 'kontol', 'jib']",non-sarc
"['maju', 'dia', 'ckp', 'ni', 'mimpi', 'ka', 'dia', 'ni']",sarc
"['bijak', 'najib']",non-sarc
"['keh', 'maju', 'la', 'sgt', 'lps', 'gst', 'byk', 'perusahaan', 'kecil', 'besar', 'lingkup', 'isu', 'skandal', 'mdb', 'byk', 'pelabur', 'lari', 'kecian', 'bn', 'syok', 'sendiri']",sarc
"['kroni', 'kau', 'mju', 'la', 'busuk', 'tul', 'mulut', 'kau']",sarc
"['najib', 'pemimpin', 'pilihan', 'allah']",non-sarc
"['maju', 'segi', 'idea', 'korup']",sarc
"['terbaik', 'la', 'pm', 'najib', 'negara', 'terus', 'maju', 'yew', 'rakyat', 'papa', 'kedana', 'asyik', 'byr', 'cukai', 'je', 'kt', 'kerajaankan', 'pandai', 'pm', 'ni', 'kan', 'majukan', 'negara', 'dgn', 'cara', 'nyusahkan', 'rakyat', 'pm', 'didunia', 'melingkup', 'la', 'cepat', 'puiii']",non-sarc
"['tiap', 'hari', 'menipu']",non-sarc
"['ekonomi', 'kroni', 'atasan', 'terus', 'maju']",non-sarc
"['maju', 'perkenalkan', 'cukai', 'baru', 'gst', 'penghapusan', 'subsidi', 'maju', 'segi', 'tu']",sarc
"['maju', 'ko', 'bisnes', 'dulu', 'br', 'ko', 'tau', 'mcmana', 'ikt', 'sdp', 'mulut', 'je', 'ni', 'da', 'pening', 'fikir', 'mcmana', 'nak', 'setel', 'bil', 'kedai', 'da', 'ni', 'org', 'takde']",sarc
"['ekonomi', 'pak', 'menteri', 'la', 'yg', 'maju', 'rakyat', 'tu', 'juga', 'hahahaha']",non-sarc
"['ramai', 'menteri', 'cakap', 'tak', 'guna', 'akal', 'walaupn', 'lulusan', 'universiti', 'luar', 'negara']",non-sarc
"['temberang', 'kuat']",non-sarc
"['kepala', 'otak', 'hang', 'la', 'jib']",non-sarc
"['mmg', 'maju', 'rakyat', 'terus', 'tipu']",sarc
